step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
50,TRANSFER,34550.1,C3023706973,49798.05,15247.95,C5945324791,6407.81,40957.91,0,0
19,CASH_IN,34187.32,C1399546384,26035.99,60223.31,C4956843441,70234.27,36046.95,0,0
24,PAYMENT,4862.32,C8913232569,12060.56,7198.24,M9230383385,0.0,0.0,0,0
67,CASH_OUT,4212.37,C9345977352,7888.59,3676.22,C9692306838,8617.04,12829.41,0,0
33,CASH_OUT,24145.55,C5047590087,54422.94,30277.39,C1127661542,24906.75,49052.3,0,0
2,CASH_OUT,20527.22,C6178508409,30411.41,9884.19,C8257522759,3440.37,23967.59,0,0
91,PAYMENT,5747.17,C3775055328,3112.71,0.0,M1913655967,0.0,0.0,0,0
3,TRANSFER,9413.91,C3578943772,26070.11,16656.2,C4021209955,13692.37,23106.28,0,0
25,PAYMENT,3042.07,C8003453403,9174.96,6132.89,M8841294949,0.0,0.0,0,0
38,DEBIT,1414.62,C2378904120,12912.78,11498.16,C4708423481,42837.07,44251.69,0,0
32,PAYMENT,7584.88,C2452809622,22171.25,14586.37,M4986730633,0.0,0.0,0,0
31,PAYMENT,2683.1,C6447958497,3423.32,740.22,M6496492899,0.0,0.0,0,0
8,PAYMENT,3348.04,C4714717757,8765.05,5417.01,M8753562830,0.0,0.0,0,0
98,TRANSFER,42767.05,C7050697422,63475.06,20708.01,C2177711456,33136.53,75903.58,0,0
99,CASH_OUT,48133.65,C4449879918,106835.85,58702.2,C5481232849,31279.45,79413.1,0,0
69,CASH_IN,13271.76,C2316740291,12092.34,25364.1,C4594564633,18287.58,5015.82,0,0
1,PAYMENT,757.94,C1328830192,2325.58,1567.64,M5897094487,0.0,0.0,0,0
78,CASH_OUT,43096.35,C3656086594,63832.68,20736.33,C6928678489,29426.26,72522.61,0,0
39,CASH_OUT,8386.79,C1366830543,20680.05,12293.26,C9106292038,15486.42,23873.21,0,0
24,PAYMENT,1499.01,C2348944375,5860.01,4361.0,M3552179210,0.0,0.0,0,0
73,CASH_OUT,6416.19,C3851140273,6762.22,346.03,C4712523195,46381.89,52798.08,0,0
53,TRANSFER,1327.16,C6552754857,2063.49,736.33,C7248474668,43733.55,45060.71,0,0
43,DEBIT,210.33,C8055162379,1026.75,816.42,C1012518423,34811.93,35022.26,0,0
99,PAYMENT,213.1,C6464755344,668.07,454.97,M1175290740,0.0,0.0,0,0
88,TRANSFER,1221088.9,C5800207160,1221088.9,0.0,C3353452110,12358.7,1233447.6,1,0
15,TRANSFER,15892.56,C4061007791,19543.08,3650.52,C4081168880,32882.1,48774.66,0,0
60,CASH_IN,4492.89,C9672011887,46665.85,51158.74,C3017534659,31176.09,26683.2,0,0
9,PAYMENT,1196.51,C8434784855,2516.99,1320.48,M4917525408,0.0,0.0,0,0
45,CASH_IN,10354.28,C6401411639,9823.08,20177.36,C3268669722,10683.79,329.51,0,0
80,PAYMENT,3890.21,C1846255781,18107.58,14217.37,M9115876823,0.0,0.0,0,0
92,CASH_OUT,15916.77,C9531805158,30850.19,14933.42,C7277633783,28984.82,44901.59,0,0
64,PAYMENT,1486.88,C6817783456,4773.08,3286.2,M8159336308,0.0,0.0,0,0
38,CASH_IN,3774.38,C5039707796,31814.96,35589.34,C9395351774,12617.23,8842.85,0,0
80,PAYMENT,5286.74,C8281251621,14190.07,8903.33,M1127444927,0.0,0.0,0,0
27,CASH_OUT,6153.29,C3550499480,13218.2,7064.91,C6724790674,22393.09,28546.38,0,0
5,PAYMENT,7491.18,C8702644028,9067.32,1576.14,M3031540594,0.0,0.0,0,0
40,CASH_IN,2478.5,C2241111701,1435.18,3913.68,C5092647618,44748.27,42269.77,0,0
49,DEBIT,1419.71,C4102577987,13082.51,11662.8,C1642283279,22496.91,23916.62,0,0
89,DEBIT,2540.7,C7961750397,13670.95,11130.25,C7765195201,25116.49,27657.19,0,0
54,TRANSFER,21692.2,C2039712457,54950.57,33258.37,C6709827988,2365.91,24058.11,0,0
7,PAYMENT,7392.19,C8884574144,23471.62,16079.43,M4814914139,0.0,0.0,0,0
34,PAYMENT,2264.55,C8299421256,6436.49,4171.94,M7811615255,0.0,0.0,0,0
58,CASH_OUT,101892.6,C6881603231,177877.28,75984.68,C6323270403,8536.48,110429.08,0,0
34,CASH_OUT,38258.38,C4928031335,91876.07,53617.69,C4404889130,8729.06,46987.44,0,0
92,CASH_IN,29682.42,C5928590274,7529.45,37211.87,C7202834927,58422.18,28739.76,0,0
56,PAYMENT,373.93,C7027909478,1783.73,1409.8,M3838528933,0.0,0.0,0,0
1,PAYMENT,2855.85,C3656472139,4708.38,1852.53,M3760856197,0.0,0.0,0,0
19,CASH_IN,32845.37,C8095445250,39100.0,71945.37,C8290582278,40748.32,7902.95,0,0
54,TRANSFER,40729.51,C7812372204,47463.63,6734.12,C3043592401,14616.47,55345.98,0,0
72,CASH_OUT,8447.96,C4623317051,16308.98,7861.02,C6142310966,49442.49,57890.45,0,0
21,CASH_OUT,6041.53,C8261753182,10876.74,4835.21,C3163711339,602.88,6644.41,0,0
6,CASH_OUT,36181.89,C9987890889,42128.32,5946.43,C9500090525,9984.61,46166.5,0,0
98,TRANSFER,88363.99,C4570573333,210792.14,122428.15,C2501378218,1457.27,89821.26,0,0
56,PAYMENT,1198.37,C7837027694,4963.02,3764.65,M2888192655,0.0,0.0,0,0
96,PAYMENT,3220.58,C3825013396,7129.58,3909.0,M2281002335,0.0,0.0,0,0
56,PAYMENT,351.45,C4383979128,1324.17,972.72,M7128990509,0.0,0.0,0,0
23,TRANSFER,776.24,C8924711210,2232.97,1456.73,C8932941252,44102.97,44879.21,0,0
91,CASH_OUT,33542.27,C9806205112,68980.42,35438.15,C1255553483,12013.02,45555.29,0,0
2,CASH_IN,3762.46,C6348953005,13637.63,17400.09,C9745140845,81650.11,77887.65,0,0
14,TRANSFER,43532.85,C6358287612,72651.36,29118.51,C8912031434,40228.1,83760.95,0,0
49,CASH_IN,2153.97,C7832534606,26579.26,28733.23,C5741358374,96073.41,93919.44,0,0
21,CASH_OUT,11253.67,C8174366397,24089.91,12836.24,C3167612913,28929.8,40183.47,0,0
1,CASH_OUT,14786.82,C2768500704,27025.21,12238.39,C7484245529,27984.34,42771.16,0,0
50,PAYMENT,1403.25,C4230082291,6245.35,4842.1,M2903860302,0.0,0.0,0,0
51,PAYMENT,125.79,C5726297847,381.18,255.39,M6457486210,0.0,0.0,0,0
57,PAYMENT,6891.24,C3705445328,13666.97,6775.73,M4499339110,0.0,0.0,0,0
94,CASH_IN,1773.28,C3935498716,30336.17,32109.45,C8448161964,28483.77,26710.49,0,0
42,TRANSFER,2469.78,C4304824415,6177.71,3707.93,C6297328564,46110.54,48580.32,0,0
44,TRANSFER,48997.68,C2149574825,104015.49,55017.81,C1973753423,14443.16,63440.84,0,0
36,CASH_OUT,8265.91,C6551502241,19772.31,11506.4,C1412393455,5622.01,13887.92,0,0
57,DEBIT,5460.62,C8185611866,50551.31,45090.69,C8473233247,27913.57,33374.19,0,0
2,PAYMENT,1825.8,C9199192305,3597.98,1772.18,M1112640908,0.0,0.0,0,0
54,CASH_OUT,2148.44,C9989894612,2608.4,459.96,C1350954872,6084.31,8232.75,0,0
62,PAYMENT,1330.29,C3301430546,6357.89,5027.6,M7809910857,0.0,0.0,0,0
7,CASH_OUT,13657.53,C9839011135,30297.26,16639.73,C9536284153,12866.1,26523.63,0,0
38,CASH_IN,5965.35,C8013262671,14086.98,20052.33,C4358554365,78693.72,72728.37,0,0
5,CASH_OUT,9004.3,C7044991733,19183.66,10179.36,C6179100315,30471.08,39475.38,0,0
1,CASH_OUT,22048.6,C8998701237,40661.68,18613.08,C1228497636,37210.55,59259.15,0,0
65,PAYMENT,6034.85,C9499154653,4010.37,0.0,M7360278175,0.0,0.0,0,0
1,CASH_OUT,30373.02,C3435479320,64524.32,34151.3,C4857522850,36706.65,67079.67,0,0
35,PAYMENT,1375.96,C7999952132,4499.78,3123.82,M4642557513,0.0,0.0,0,0
7,CASH_OUT,35795.27,C7242736193,43269.9,7474.63,C4020294905,18023.61,53818.88,0,0
8,CASH_OUT,9227.47,C4798899191,12098.17,2870.7,C1395293698,45337.24,54564.71,0,0
78,TRANSFER,65003.96,C5646936821,171654.78,106650.82,C9441699194,39516.39,104520.35,0,0
69,CASH_OUT,3950.73,C3201174079,6092.92,2142.19,C1811454398,49865.84,53816.57,0,0
29,CASH_IN,13679.81,C2911384573,45184.48,58864.29,C4447803420,37421.14,23741.33,0,0
48,PAYMENT,119.25,C9206629101,548.83,429.58,M9491645474,0.0,0.0,0,0
48,CASH_OUT,37266.08,C5317496693,84697.76,47431.68,C3646752051,20641.51,57907.59,0,0
86,CASH_OUT,6623.47,C6929779138,8994.01,2370.54,C5798783322,12272.27,18895.74,0,0
38,DEBIT,6528.06,C3423178651,11307.84,4779.78,C4040632413,22375.91,28903.97,0,0
61,CASH_IN,3306.06,C9628313623,5805.3,9111.36,C9482514164,47874.89,44568.83,0,0
55,CASH_IN,12491.04,C3941428849,17815.19,30306.23,C8539385291,53861.08,41370.04,0,0
46,CASH_IN,30391.69,C1808358153,36567.45,66959.14,C7550815591,38828.99,8437.3,0,0
40,PAYMENT,5695.22,C6941909156,17737.8,12042.58,M6861495070,0.0,0.0,0,0
30,TRANSFER,25933.59,C9795299153,37974.36,12040.77,C3147851056,20740.06,46673.65,0,0
15,PAYMENT,758.92,C8661977728,1739.63,980.71,M5381986636,0.0,0.0,0,0
62,PAYMENT,364.12,C5131432439,564.96,200.84,M3743933067,0.0,0.0,0,0
71,CASH_OUT,57963.76,C5311568902,139271.4,81307.64,C8832363893,9225.49,67189.25,0,0
29,CASH_IN,16306.7,C3309177560,18551.57,34858.27,C6993498837,16446.02,139.32,0,0
36,CASH_IN,528.77,C1678143688,36070.89,36599.66,C1929826976,83249.98,82721.21,0,0
63,DEBIT,2138.45,C6733409504,6817.94,4679.49,C5543706382,23002.69,25141.14,0,0
57,CASH_OUT,26291.97,C6496884864,28213.81,1921.84,C3497416046,46930.4,73222.37,0,0
4,CASH_IN,42280.49,C5745338247,23054.59,65335.08,C4219957041,79162.47,36881.98,0,0
7,PAYMENT,777.19,C6003448099,3911.72,3134.53,M4932955227,0.0,0.0,0,0
25,PAYMENT,1498.29,C2996885114,6891.08,5392.79,M3565877096,0.0,0.0,0,0
26,CASH_IN,23292.26,C5430075286,36200.79,59493.05,C4985951968,38824.2,15531.94,0,0
4,CASH_OUT,23897.98,C5395370892,46456.81,22558.83,C7477294857,41194.77,65092.75,0,0
13,TRANSFER,8071.68,C9228328836,18804.71,10733.03,C9645745562,32119.54,40191.22,0,0
28,CASH_IN,3627.79,C2831151018,33737.56,37365.35,C4802881076,70869.17,67241.38,0,0
80,CASH_OUT,45334.25,C4407727102,55166.35,9832.1,C5571100820,24704.97,70039.22,0,0
13,TRANSFER,28290.52,C4713067380,66565.3,38274.78,C2220963445,3100.94,31391.46,0,0
36,PAYMENT,3248.73,C7681652474,5364.52,2115.79,M9678462883,0.0,0.0,0,0
40,CASH_OUT,22626.26,C2527840032,56184.76,33558.5,C2547084416,19191.95,41818.21,0,0
81,CASH_OUT,28771.49,C5414679868,69219.55,40448.06,C9693114876,42025.38,70796.87,0,0
88,PAYMENT,1034.83,C7362315989,901.57,0.0,M2908213399,0.0,0.0,0,0
47,CASH_OUT,6719.47,C3590062674,11398.93,4679.46,C6324563938,42629.5,49348.97,0,0
78,CASH_IN,11529.68,C6080319585,33711.17,45240.85,C7600941914,82275.83,70746.15,0,0
66,PAYMENT,2058.09,C5323404443,6902.95,4844.86,M4874255516,0.0,0.0,0,0
71,TRANSFER,13603.91,C9981272064,26265.61,12661.7,C9899261986,44236.36,57840.27,0,0
26,PAYMENT,7382.28,C7370658142,22384.1,15001.82,M1812808552,0.0,0.0,0,0
29,PAYMENT,577.97,C6310415234,650.35,72.38,M2622970313,0.0,0.0,0,0
60,PAYMENT,1307.73,C6639422039,2101.2,793.47,M3593201798,0.0,0.0,0,0
45,PAYMENT,324.87,C9642866954,854.01,529.14,M6503380889,0.0,0.0,0,0
53,CASH_OUT,344084.77,C9595380495,344084.77,0.0,C8480428125,0.0,0.0,1,0
73,PAYMENT,353.46,C1689108707,864.81,511.35,M1469638630,0.0,0.0,0,0
40,DEBIT,535.15,C3915800967,1773.58,1238.43,C6844248363,194.58,729.73,0,0
81,TRANSFER,33032.27,C2115637646,49496.61,16464.34,C8437185968,30377.77,63410.04,0,0
20,TRANSFER,1053626.67,C5953646813,1053626.67,0.0,C4303138641,39158.01,1092784.68,1,0
75,TRANSFER,72095.76,C6404624619,125703.64,53607.88,C6664283075,10685.17,82780.93,0,0
47,PAYMENT,2693.62,C5642492459,10149.05,7455.43,M4518561169,0.0,0.0,0,0
1,PAYMENT,4620.03,C5886464965,12846.52,8226.49,M9069049958,0.0,0.0,0,0
82,CASH_OUT,5130.28,C9392956790,6947.27,1816.99,C5296995770,49215.55,54345.83,0,0
75,PAYMENT,1960.16,C7098325795,5352.48,3392.32,M6041508973,0.0,0.0,0,0
45,PAYMENT,1994.97,C5040975521,7202.59,5207.62,M1365314625,0.0,0.0,0,0
92,CASH_OUT,15789.17,C1408466397,29996.1,14206.93,C1295275865,26972.17,42761.34,0,0
16,CASH_OUT,17973.03,C1643067177,20596.75,2623.72,C2297005463,29042.12,47015.15,0,0
49,PAYMENT,586.41,C6963752259,1560.55,974.14,M5983945386,0.0,0.0,0,0
16,PAYMENT,7825.34,C2035989065,21251.68,13426.34,M4129590603,0.0,0.0,0,0
58,PAYMENT,286.45,C4881547090,677.44,390.99,M3800443319,0.0,0.0,0,0
91,TRANSFER,23829.96,C2640530358,55958.07,32128.11,C6578347436,48351.97,72181.93,0,0
30,TRANSFER,40424.82,C2802901682,115065.98,74641.16,C1156035429,11631.65,52056.47,0,0
99,CASH_OUT,94.22,C4060806467,186.23,92.01,C5487603861,17620.82,17715.04,0,0
26,PAYMENT,611.22,C8232923350,3084.84,2473.62,M5210091264,0.0,0.0,0,0
7,PAYMENT,6815.42,C8538026915,25848.48,19033.06,M5805903126,0.0,0.0,0,0
55,PAYMENT,135.62,C8783181484,468.69,333.07,M5916678129,0.0,0.0,0,0
22,CASH_OUT,7806.88,C9324007332,18630.85,10823.97,C9729560962,7658.06,15464.94,0,0
3,PAYMENT,190.83,C4377882977,241.36,50.53,M2196101154,0.0,0.0,0,0
38,CASH_OUT,51440.15,C5334774629,61827.89,10387.74,C8044475328,36944.54,88384.69,0,0
24,PAYMENT,2237.25,C2401727364,5205.42,2968.17,M2340935894,0.0,0.0,0,0
27,CASH_OUT,3737.26,C1361341688,5129.9,1392.64,C1115993340,23620.97,27358.23,0,0
48,PAYMENT,3820.47,C4548558512,18665.27,14844.8,M6397347551,0.0,0.0,0,0
12,CASH_OUT,7621.27,C4814089220,16659.26,9037.99,C2830147959,14819.15,22440.42,0,0
8,DEBIT,2635.95,C5400585909,3884.58,1248.63,C8346031966,27075.83,29711.78,0,0
22,CASH_IN,41678.84,C5695609948,26673.89,68352.73,C7807034930,16812.92,0.0,0,0
82,PAYMENT,306.66,C8963862209,531.05,224.39,M9501695868,0.0,0.0,0,0
26,CASH_OUT,6849.81,C4707527077,15174.89,8325.08,C5556431094,38816.53,45666.34,0,0
36,CASH_OUT,8159.14,C4383294891,14258.75,6099.61,C9063909200,23854.23,32013.37,0,0
26,CASH_OUT,67074.91,C8208663809,126446.41,59371.5,C2392578489,6866.47,73941.38,0,0
48,PAYMENT,59.58,C6349983017,130.06,70.48,M5932524256,0.0,0.0,0,0
9,CASH_OUT,52696.96,C5953467702,111952.86,59255.9,C5508114872,30317.17,83014.13,0,0
48,CASH_IN,5457.24,C9546576547,37495.4,42952.64,C2495585401,26635.46,21178.22,0,0
42,CASH_OUT,1298.22,C7917243133,2911.51,1613.29,C4466096192,13205.69,14503.91,0,0
42,CASH_OUT,823062.73,C6325714577,823062.73,0.0,C6250612051,0.0,0.0,1,1
89,TRANSFER,5271.99,C9591013595,11371.88,6099.89,C2698049771,18088.18,23360.17,0,0
68,PAYMENT,1902.7,C6475193799,2504.92,602.22,M3272559039,0.0,0.0,0,0
33,CASH_IN,8775.3,C9696551704,41724.2,50499.5,C6999606508,26598.48,17823.18,0,0
66,PAYMENT,1969.76,C9144130086,4475.42,2505.66,M1398007669,0.0,0.0,0,0
82,CASH_OUT,9479.2,C3121167702,13735.39,4256.19,C7315696767,11376.12,20855.32,0,0
12,DEBIT,7900.64,C9648514542,75532.81,67632.17,C6550425048,21569.25,29469.89,0,0
26,PAYMENT,1169.64,C3437077725,3460.98,2291.34,M2749822341,0.0,0.0,0,0
22,TRANSFER,78008.64,C4446510885,78008.64,0.0,C3454708829,14424.81,92433.45,1,0
22,CASH_IN,4216.89,C5054954466,15415.79,19632.68,C3975459940,33543.95,29327.06,0,0
59,PAYMENT,3248.93,C9155658138,12306.5,9057.57,M6530061720,0.0,0.0,0,0
72,PAYMENT,1532.01,C4223298301,6698.52,5166.51,M2700432235,0.0,0.0,0,0
82,CASH_IN,27714.51,C9694287528,10661.2,38375.71,C3387066851,52641.78,24927.27,0,0
70,PAYMENT,50.67,C1846232528,227.36,176.69,M7423460919,0.0,0.0,0,0
21,TRANSFER,33092.59,C5011818064,65557.75,32465.16,C3549244718,32071.52,65164.11,0,0
38,CASH_OUT,888.65,C8514580100,1823.39,934.74,C5823232343,8121.05,9009.7,0,0
74,CASH_OUT,44070.4,C1066604657,54327.55,10257.15,C4138338159,29969.48,74039.88,0,0
47,TRANSFER,185.43,C7141184493,251.55,66.12,C3392006084,36907.76,37093.19,0,0
87,TRANSFER,1612.82,C6770770078,2864.35,1251.53,C9122819078,19317.05,20929.87,0,0
85,CASH_OUT,21974.61,C4686804810,30193.2,8218.59,C8401082862,30101.39,52076.0,0,0
12,TRANSFER,39928.44,C9338897572,54888.59,14960.15,C5477953150,25072.61,65001.05,0,0
76,CASH_OUT,700190.66,C8797156270,700190.66,0.0,C4630340863,0.0,0.0,1,0
80,CASH_OUT,13518.61,C4960390519,23798.93,10280.32,C2130237819,34100.28,47618.89,0,0
1,TRANSFER,3604.79,C2099538228,8096.26,4491.47,C8685301351,13856.85,17461.64,0,0
73,PAYMENT,3111.23,C4352406444,5678.16,2566.93,M5037202592,0.0,0.0,0,0
70,CASH_OUT,13065.14,C3940614579,30957.93,17892.79,C5003954344,18199.53,31264.67,0,0
64,PAYMENT,9037.54,C2020913304,6321.59,0.0,M4477947828,0.0,0.0,0,0
33,PAYMENT,7086.55,C2507406419,34660.09,27573.54,M7729912429,0.0,0.0,0,0
83,CASH_IN,1343.84,C9509358422,37489.15,38832.99,C4577478271,15075.16,13731.32,0,0
56,PAYMENT,7379.67,C6534598082,20618.18,13238.51,M6457788671,0.0,0.0,0,0
1,PAYMENT,1625.64,C3493353839,6161.89,4536.25,M9718651715,0.0,0.0,0,0
40,CASH_IN,704.43,C3396698030,46980.08,47684.51,C6183478609,93537.07,92832.64,0,0
98,PAYMENT,1230.08,C3147863779,1450.5,220.42,M4364782013,0.0,0.0,0,0
42,CASH_OUT,56286.4,C3338602104,122998.99,66712.59,C7253926034,34513.57,90799.97,0,0
66,PAYMENT,2024.48,C4866364213,3845.55,1821.07,M5061377636,0.0,0.0,0,0
51,TRANSFER,55050.64,C5460038049,163331.1,108280.46,C3164438671,35308.33,90358.97,0,0
38,CASH_OUT,1096.98,C8421742187,2043.08,946.1,C2969204700,44367.81,45464.79,0,0
57,TRANSFER,30061.47,C6200689241,61928.31,31866.84,C2349397567,6186.85,36248.32,0,0
45,CASH_OUT,11887.58,C4561449985,19824.12,7936.54,C9654071754,33600.58,45488.16,0,0
20,TRANSFER,1381274.96,C4492593558,1381274.96,0.0,C3914056734,0.0,0.0,1,0
52,PAYMENT,1553.55,C7023019508,2119.4,565.85,M1559323176,0.0,0.0,0,0
2,PAYMENT,3850.98,C4621699670,15339.75,11488.77,M1056817901,0.0,0.0,0,0
16,CASH_IN,11205.44,C6473585962,34821.89,46027.33,C7558641561,61399.35,50193.91,0,0
33,CASH_IN,5655.48,C6300304455,18266.82,23922.3,C6764708824,32245.46,26589.98,0,0
29,PAYMENT,262.77,C8133968463,355.08,92.31,M2561265958,0.0,0.0,0,0
29,DEBIT,3043.17,C9521057573,29701.08,26657.91,C3209254789,46369.21,49412.38,0,0
8,CASH_OUT,21201.49,C8105544318,31529.83,10328.34,C4340231839,33723.86,54925.35,0,0
25,PAYMENT,1026.92,C9113360387,1860.19,833.27,M5047583322,0.0,0.0,0,0
54,CASH_IN,18217.65,C5057274399,30733.06,48950.71,C8471933467,58638.53,40420.88,0,0
74,CASH_OUT,18422.49,C3663945578,34960.31,16537.82,C3621557931,41463.48,59885.97,0,0
81,CASH_OUT,12608.45,C1853817857,20136.92,7528.47,C1363962552,37056.48,49664.93,0,0
10,CASH_IN,3968.26,C2464031924,37223.02,41191.28,C5088666917,46523.23,42554.97,0,0
62,PAYMENT,1410.61,C9517497840,4967.02,3556.41,M8681189894,0.0,0.0,0,0
97,TRANSFER,730.49,C6469372980,1033.03,302.54,C8182288288,29744.19,30474.68,0,0
97,CASH_IN,2163.09,C9693286423,5503.27,7666.36,C8691078926,69389.06,67225.97,0,0
84,PAYMENT,1164.83,C7640111463,2474.78,1309.95,M6618902526,0.0,0.0,0,0
58,PAYMENT,2303.82,C5304632736,10577.13,8273.31,M8745045001,0.0,0.0,0,0
39,CASH_IN,4342.39,C8754237629,45409.46,49751.85,C1334186047,73599.41,69257.02,0,0
35,CASH_OUT,664320.24,C4186347000,664320.24,0.0,C1719718083,563.44,664883.68,1,1
39,PAYMENT,1614.38,C3413288685,4774.23,3159.85,M1652907614,0.0,0.0,0,0
34,CASH_OUT,11416.2,C5583549662,14903.39,3487.19,C9978319323,31057.2,42473.4,0,0
52,CASH_OUT,13167.44,C4473123018,29733.73,16566.29,C8109992803,4312.69,17480.13,0,0
62,CASH_OUT,21772.16,C3859898073,50883.99,29111.83,C7032502823,6012.14,27784.3,0,0
45,TRANSFER,64003.27,C6227449146,138564.54,74561.27,C9296653965,48264.04,112267.31,0,0
68,CASH_OUT,1424213.76,C8086414133,1424213.76,0.0,C9081165235,34574.72,1458788.48,1,1
39,PAYMENT,319.09,C7723446350,1685.8,1366.71,M4220734020,0.0,0.0,0,0
60,CASH_IN,3212.33,C7684828896,17003.15,20215.48,C9148982631,75237.15,72024.82,0,0
17,PAYMENT,48.1,C5174375572,139.19,91.09,M6607938002,0.0,0.0,0,0
27,TRANSFER,8629.8,C2585654888,24933.74,16303.94,C4072598519,37506.1,46135.9,0,0
93,CASH_OUT,19607.45,C3488176750,22380.22,2772.77,C2067967669,27117.9,46725.35,0,0
54,PAYMENT,557.63,C7120018911,981.13,423.5,M4430449838,0.0,0.0,0,0
76,PAYMENT,1795.75,C3500740489,8292.48,6496.73,M1962485242,0.0,0.0,0,0
80,PAYMENT,1342.32,C8806625293,3972.84,2630.52,M5393103576,0.0,0.0,0,0
18,PAYMENT,2180.47,C9078519688,6647.69,4467.22,M4649258528,0.0,0.0,0,0
56,CASH_OUT,5187.26,C3519525340,11506.47,6319.21,C2146921791,24219.73,29406.99,0,0
14,CASH_OUT,20142.46,C9777565879,29905.52,9763.06,C1495685234,41406.0,61548.46,0,0
53,PAYMENT,1742.22,C5433883446,3503.15,1760.93,M1538016099,0.0,0.0,0,0
46,TRANSFER,16312.8,C7357491859,29940.33,13627.53,C1480463555,19875.2,36188.0,0,0
9,CASH_OUT,50059.16,C9424855920,111090.33,61031.17,C9293030084,8729.02,58788.18,0,0
59,CASH_OUT,10807.61,C5400525001,13152.11,2344.5,C6317820782,4680.97,15488.58,0,0
32,CASH_IN,3241.0,C6009467923,41646.94,44887.94,C1728946324,54120.15,50879.15,0,0
80,CASH_OUT,13220.71,C9249865784,26777.75,13557.04,C2408376404,39437.73,52658.44,0,0
52,CASH_IN,76338.49,C4023194697,14489.87,90828.36,C7156647457,58026.69,0.0,0,0
15,TRANSFER,9558.96,C8474948477,15619.14,6060.18,C6808493697,27045.08,36604.04,0,0
42,PAYMENT,959.38,C2132776166,3798.86,2839.48,M7978145939,0.0,0.0,0,0
49,TRANSFER,25002.82,C5172444757,66256.23,41253.41,C7966349593,48098.94,73101.76,0,0
83,TRANSFER,1835.13,C4185862734,4140.32,2305.19,C9255357460,4371.37,6206.5,0,0
24,PAYMENT,1811.94,C4934840117,4703.61,2891.67,M2786755247,0.0,0.0,0,0
12,CASH_IN,32229.9,C8861745803,8772.61,41002.51,C7122054903,42719.34,10489.44,0,0
10,PAYMENT,1255.26,C6095790593,3147.89,1892.63,M2830164140,0.0,0.0,0,0
69,TRANSFER,44931.12,C6389614991,75767.78,30836.66,C1808917718,22930.16,67861.28,0,0
79,TRANSFER,9496.74,C7418981351,27195.82,17699.08,C8602041034,14231.6,23728.34,0,0
51,TRANSFER,13267.9,C7998354000,30482.16,17214.26,C5830049528,44530.33,57798.23,0,0
17,PAYMENT,1114.3,C3007473938,4719.88,3605.58,M1577214982,0.0,0.0,0,0
58,CASH_IN,716.49,C1511985236,2758.16,3474.65,C6265232590,91682.32,90965.83,0,0
62,CASH_OUT,7282.63,C8802218762,8150.86,868.23,C2642457807,13074.17,20356.8,0,0
93,CASH_OUT,5119.45,C5511828077,12657.13,7537.68,C5621099666,36399.18,41518.63,0,0
95,CASH_OUT,10712.88,C8243716828,15188.42,4475.54,C5278786677,25111.07,35823.95,0,0
93,PAYMENT,1919.24,C5985816262,4468.16,2548.92,M3008669009,0.0,0.0,0,0
24,CASH_OUT,15674.06,C3312165922,23380.89,7706.83,C5126250421,19047.38,34721.44,0,0
87,PAYMENT,93.87,C2696099832,173.8,79.93,M2606992241,0.0,0.0,0,0
99,PAYMENT,4326.3,C9194193937,14731.76,10405.46,M9952893132,0.0,0.0,0,0
16,PAYMENT,8847.38,C3255681903,36672.04,27824.66,M9799768356,0.0,0.0,0,0
65,CASH_OUT,10215.52,C6542982583,20979.28,10763.76,C4216109970,7629.9,17845.42,0,0
79,TRANSFER,3505.81,C9469116746,3874.5,368.69,C5038713107,12806.57,16312.38,0,0
34,TRANSFER,28769.32,C2811346167,77246.83,48477.51,C5997378601,23299.64,52068.96,0,0
66,CASH_OUT,9599.4,C3194858310,18147.17,8547.77,C5802219670,36535.14,46134.54,0,0
11,PAYMENT,2178.07,C7509399804,2673.07,495.0,M7251185888,0.0,0.0,0,0
31,CASH_OUT,12286.85,C1018103918,26039.44,13752.59,C6066762541,4464.87,16751.72,0,0
88,CASH_OUT,51030.62,C8074887722,76890.91,25860.29,C8859542892,920.37,51950.99,0,0
96,CASH_OUT,3731.01,C9488662593,8632.62,4901.61,C8314908641,31340.55,35071.56,0,0
56,CASH_OUT,2131.32,C4843615179,5040.89,2909.57,C3954411231,11826.6,13957.92,0,0
65,TRANSFER,12697.63,C7338959080,18501.28,5803.65,C6862231618,43647.92,56345.55,0,0
32,CASH_OUT,5170.27,C5997420095,6889.19,1718.92,C9348617254,7943.62,13113.89,0,0
63,PAYMENT,4603.26,C8460381193,9868.87,5265.61,M1875755962,0.0,0.0,0,0
73,DEBIT,2664.43,C3683977390,21921.44,19257.01,C2249605480,9723.33,12387.76,0,0
60,TRANSFER,9022.76,C3126406474,21956.79,12934.03,C5502234951,30032.9,39055.66,0,0
100,TRANSFER,28814.35,C1012841575,82092.51,53278.16,C6239384745,11469.08,40283.43,0,0
92,CASH_OUT,4270.37,C1765410735,6853.08,2582.71,C9693587801,38447.27,42717.64,0,0
48,CASH_IN,24790.55,C4510033178,25992.9,50783.45,C4372721528,48725.87,23935.32,0,0
77,CASH_OUT,9072.65,C9251310499,21601.87,12529.22,C7224845151,11808.18,20880.83,0,0
